Filename,DOI,OpenAlex ID,PMID,PMCID,Title,Authors,First Author,Journal,Publication Year,Create Date,Citation,Metadata Source,File Size Bytes,Page Count,SHA256,PDF Title,PDF Author,PDF Subject,PDF Keywords,PDF Creator,PDF Producer
10.23889_ijpds.v7i2.1734__7c3d667e4831.pdf,10.23889/ijpds.v7i2.1734,,,,Symptoms of anxiety and depression associated with concerns about infection and gender-based violence during the COVID-19 pandemic,"Machado D, Da Silva Rodrigues E, Barbosa J, De Oliveira Alves F, Gonçalves A, Duarte-Salles T, Aviñó C, Berenguera A, Passos M, Barreto M, Castro-de-Araujo L",Machado D,International Journal of Population Data Science,2022,,,crossref,221132,1,482f6fa7254098833633401ae7cadf038b698a552c289e2fdf6f8fc896ef651c,Symptoms of anxiety and depression associated with concerns about infection and gender-based violence during the COVID-19 pandemic,,,,LaTeX with hyperref,"pdfTeX, Version 3.141592653-2.6-1.40.23 (TeX Live 2021/W32TeX) kpathsea version 6.3.3"
10.30773_pi.2024.0089__141ffa5edca5.pdf,10.30773/pi.2024.0089,,,,"Impact of the Early COVID-19 Pandemic on Suicide Attempts and Suicide Deaths in South Korea, 2016–2020: An Interrupted Time Series Analysis","Kim S, An M, Lee D, Kim M, Hwang G, Heo Y, You S",Kim S,Psychiatry Investigation,2024,,,crossref,885585,9,0e0251c5ef798ea1189a51b111f2f8526b1a41b3ce1548be3959318cdcaced43,,,,,Adobe InDesign CC 13.1 (Macintosh),Adobe PDF Library 15.0
10.3109_13625187.2015.1102220__dcccfb59fa67.pdf,10.3109/13625187.2015.1102220,,,,Use of oral contraceptives in three European countries: a population-based multi-database study,"Bezemer I, Verhamme K, Gini R, Mosseveld M, Rijnbeek P, Trifirò G, Sturkenboom M, Penning-van Beest F, Herings R",Bezemer I,The European Journal of Contraception &amp; Reproductive Health Care,2015,,,crossref,859173,8,97b860adb127c4191adf8b202e17dc14d2bb7b1a76170f4c20b78a53b80fcf8c,Use of oral contraceptives in three European countries: a population-based multi-database study,,,,Arbortext Advanced Print Publisher 9.1.406/W,Acrobat Distiller 8.0.0 (Windows)
10.3201_eid1811.120217__aef7bc4ef6fb.pdf,10.3201/eid1811.120217,,,,"Phylogeography of Dengue Virus Serotype 4, Brazil, 2010–2011","Nunes M, Faria N, Vasconcelos H, Medeiros D, Silva de Lima C, Carvalho V, Pinto da Silva E, Cardoso J, Sousa E, Nunes K, Rodrigues S, Abecasis A, Suchard M, Lemey P, Vasconcelos P",Nunes M,Emerging Infectious Diseases,2012,,,crossref,375578,7,7b4cd313d9df21ed0b90989b0fc1b3fe0f7524e59a4bec3ae35de45a3817db4d,Research.indd,rpt4,,,PScript5.dll Version 5.2,Acrobat Distiller 8.3.1 (Windows)
10.32614_cran.package.achilles__8e816a6e5bb1.pdf,10.32614/cran.package.achilles,,,,Achilles: Achilles Data Source Characterization,"DeFalco F, Ryan P, Schuemie M, Huser V, Knoll C, Londhe A, Abdul-Basser T, Molinaro A",DeFalco F,CRAN: Contributed Packages,2023,,,crossref,147427,40,24a9c75b59412f74e7e4d06728d5fa72e5809761bf1296ba1b250d7b8e8929f7,Achilles: Achilles Data Source Characterization,Frank DeFalco; Patrick Ryan; Martijn Schuemie; Vojtech Huser; Chris Knoll; Ajit Londhe; Taha Abdul-Basser; Anthony Molinaro,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.characterization__0aaffc81f712.pdf,10.32614/cran.package.characterization,,,,Characterization: Implement Descriptive Studies Using the Common Data Model,"Reps J, Ryan P, Knoll C",Reps J,CRAN: Contributed Packages,2025,,,crossref,144046,32,272693d12d7a28d3f7373ab61c484a19a4a7c6e5669f8d21ae7fe9294296da3c,Characterization: Implement Descriptive Studies Using the Common Data Model,Jenna Reps; Patrick Ryan; Chris Knoll,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.circer__d2ef58d5db98.pdf,10.32614/cran.package.circer,,,,CirceR: Construct Cohort Inclusion and Restriction Criteria Expressions,"Knoll C, Schuemie M",Knoll C,CRAN: Contributed Packages,2024,,,crossref,94717,8,8e2d1dd16520345c2e6a79abff8361cc7de304370f269887ea185a4ecf68b63f,CirceR: Construct Cohort Inclusion and Restriction Criteria Expressions,Chris Knoll; Martijn Schuemie,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.cohortgenerator__b8250047ef0c.pdf,10.32614/cran.package.cohortgenerator,,,,CohortGenerator: Cohort Generation for the OMOP Common Data Model,"Sena A, Gilbert J, Rao G, Avila Cruz F, Schuemie M",Sena A,CRAN: Contributed Packages,2024,,,crossref,237257,74,a91cfb12112a65bc22c0e6a8be0598314ccf6e659bc4558850073dc483be256c,CohortGenerator: Cohort Generation for the OMOP Common Data Model,Anthony Sena; Jamie Gilbert; Gowtham Rao; Freddy Avila Cruz; Martijn Schuemie,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.cyclops__cbe8568d551e.pdf,10.32614/cran.package.cyclops,,,,"Cyclops: Cyclic Coordinate Descent for Logistic, Poisson and Survival Analysis","Suchard M, Schuemie M, Shaddox T, Tian Y, Yang J, Kawaguchi E",Suchard M,CRAN: Contributed Packages,2016,,,crossref,162463,42,03a888ca21cd834ea1fee879a3ff167f827c073296f765c0e1388a0f0079d48c,"Cyclops: Cyclic Coordinate Descent for Logistic, Poisson and Survival Analysis",Marc A. Suchard; Martijn J. Schuemie; Trevor R. Shaddox; Yuxi Tian; Jianxiao Yang; Eric Kawaguchi,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.databaseconnector__0f3eee5e1682.pdf,10.32614/cran.package.databaseconnector,,,,DatabaseConnector: Connecting to Various Database Platforms,"Schuemie M, Suchard M, Black A",Schuemie M,CRAN: Contributed Packages,2018,,,crossref,309476,76,a21e9885b4e693eeee2c3ef704267fd9fd38776ceabac7e90df7c2cc62a2703c,DatabaseConnector: Connecting to Various Database Platforms,Martijn Schuemie; Marc Suchard; Adam Black,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.databaseconnectorjars__89d59d169ed7.pdf,10.32614/cran.package.databaseconnectorjars,,,,DatabaseConnectorJars: JAR Dependencies for the 'DatabaseConnector' Package,"Schuemie M, Suchard M",Schuemie M,CRAN: Contributed Packages,2018,,,crossref,65311,3,89a96321e6bafd44c53236260970a0956449bb8826f2cf5c0ad5161708ff1643,DatabaseConnectorJars: JAR Dependencies for the 'DatabaseConnector' Package,Martijn Schuemie; Marc Suchard,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.dataqualitydashboard__dfb92d423092.pdf,10.32614/cran.package.dataqualitydashboard,,,,DataQualityDashboard: Execute and View Data Quality Checks on OMOP CDM Database,"Sadowski K, Blacketer C, Moinat M, Londhe A, Sena A, Molinaro A, DeFalco F, Grafkin P",Sadowski K,CRAN: Contributed Packages,2026,,,crossref,93205,10,fe4b1f8bdb660eebf2b42d516562cac349f304d826e37e866d6c951f324c8742,DataQualityDashboard: Execute and View Data Quality Checks on OMOP CDM Database,Katy Sadowski; Clair Blacketer; Maxim Moinat; Ajit Londhe; Anthony Sena; Anthony Molinaro; Frank DeFalco; Pavel Grafkin,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.empiricalcalibration__a65a05b4bee3.pdf,10.32614/cran.package.empiricalcalibration,,,,EmpiricalCalibration: Routines for Performing Empirical Calibration of Observational Study Estimates,"Schuemie M, Suchard M",Schuemie M,CRAN: Contributed Packages,2016,,,crossref,166153,38,89c20b9f8d2ebc61b08f8ac94087942a9acf1d48bdd2a370d3d83ca6310b3de6,EmpiricalCalibration: Routines for Performing Empirical Calibration of Observational Study Estimates,Martijn Schuemie; Marc Suchard,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.eunomia__97fcd51d24f0.pdf,10.32614/cran.package.eunomia,,,,Eunomia: Standard Dataset Manager for Observational Medical Outcomes Partnership Common Data Model Sample Datasets,"DeFalco F, Schuemie M, Sena A, Adulyanukosol N, Liu S, Black A",DeFalco F,CRAN: Contributed Packages,2020,,,crossref,90321,9,49ef0a31f3af8c24b3d63385367adb7cdd15d0850cafb1288e99225cff5b99e2,Eunomia: Standard Dataset Manager for Observational Medical Outcomes Partnership Common Data Model Sample Datasets,Frank DeFalco; Martijn Schuemie; Anthony Sena; Natthawut Adulyanukosol; Star Liu; Adam Black,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.featureextraction__671cf152256e.pdf,10.32614/cran.package.featureextraction,,,,FeatureExtraction: Generating Features for a Cohort,"Schuemie M, Suchard M, Ryan P, Reps J, Sena A, Inberg G",Schuemie M,CRAN: Contributed Packages,2024,,,crossref,176956,62,8900513b35ce7ce0c90d4bde1c62dc0648b9ce163d238976aeb508d375938fe9,FeatureExtraction: Generating Features for a Cohort,Martijn Schuemie; Marc Suchard; Patrick Ryan; Jenna Reps; Anthony Sena; Ger Inberg,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.ohdsireportgenerator__a3a6f339caff.pdf,10.32614/cran.package.ohdsireportgenerator,,,,OhdsiReportGenerator: Observational Health Data Sciences and Informatics Report Generator,"Reps J, Sena A",Reps J,CRAN: Contributed Packages,2025,,,crossref,381508,136,b03e8897fc8db1d4913930c412b8c66991371060b4716b1ab64de4d974412c12,OhdsiReportGenerator: Observational Health Data Sciences and Informatics Report Generator,Jenna Reps; Anthony Sena,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.ohdsishinyappbuilder__051ef5d5e21c.pdf,10.32614/cran.package.ohdsishinyappbuilder,,,,OhdsiShinyAppBuilder: Viewing Observational Health Data Sciences and Informatics Results via 'shiny' Modules,"Reps J, Hall N, Ide J, Gibert J",Reps J,CRAN: Contributed Packages,2024,,,crossref,99356,16,d8a17e2ac938eab6e08b0cd3447c5eee02f14604fc232732a3e591456703f6e4,OhdsiShinyAppBuilder: Viewing Observational Health Data Sciences and Informatics Results via 'shiny' Modules,Jenna Reps; Nathan Hall; Josh Ide; Jamie Gibert,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.parallellogger__b0f3a5851177.pdf,10.32614/cran.package.parallellogger,,,,"ParallelLogger: Support for Parallel Computation, Logging, and Function Automation","Schuemie M, Suchard M",Schuemie M,CRAN: Contributed Packages,2018,,,crossref,129389,28,24ba700188dc444e19a569fafe4a3b78fa84bfbd1c899862d228be80b175427d,"ParallelLogger: Support for Parallel Computation, Logging, and Function Automation",Martijn Schuemie; Marc Suchard,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.selfcontrolledcaseseries__4c6d455a3e8e.pdf,10.32614/cran.package.selfcontrolledcaseseries,,,,SelfControlledCaseSeries: Self-Controlled Case Series,"Schuemie M, Ryan P, Shaddox T, Suchard M",Schuemie M,CRAN: Contributed Packages,2025,,,crossref,199988,60,b351eebfba1fe967a966796c20b3e2e3bd2fbef5fcb7102a90110e274a0b55f7,SelfControlledCaseSeries: Self-Controlled Case Series,Martijn Schuemie; Patrick Ryan; Trevor Shaddox; Marc Suchard,,,LaTeX with hyperref,pdfTeX-1.40.24
10.32614_cran.package.sqlrender__6ed481089c48.pdf,10.32614/cran.package.sqlrender,,,,SqlRender: Rendering Parameterized SQL and Translation to Dialects,"Schuemie M, Suchard M",Schuemie M,CRAN: Contributed Packages,2016,,,crossref,117932,19,8b025ebac39c994d2819777af72a257c534fc85d0a2611b1cb326043142bcf2c,SqlRender: Rendering Parameterized SQL and Translation to Dialects,Martijn Schuemie; Marc Suchard,,,LaTeX with hyperref,pdfTeX-1.40.24
10.3310_hta25170__8fb2cd513c19.pdf,10.3310/hta25170,,,,Bisphosphonates to reduce bone fractures in stage 3B+ chronic kidney disease: a propensity score-matched cohort study,"Robinson D, Ali M, Strauss V, Elhussein L, Abrahamsen B, Arden N, Ben-Shlomo Y, Caskey F, Cooper C, Dedman D, Delmestri A, Judge A, Javaid M, Prieto-Alhambra D",Robinson D,Health Technology Assessment,2021,,,crossref,2168284,138,c9a3365cb88ab854d487491caca59e5936d0b7c4ff0d454609c04c458e05fe29,Bisphosphonates to reduce bone fractures in stage 3B+ chronic kidney disease: a propensity score-matched cohort study,Robinson DE,"Secondary research project. Robinson DE, Ali MS, Strauss VY, Elhussein L, Abrahamsen B, Arden NK, et al. Volume 25, number 17. Published March 2021",BISPHOSPHONATES; CHRONIC KIDNEY DISEASE; CHRONIC KIDNEY DISEASE-MINERAL AND BONE DISORDER; PHARMACOEPIDEMIOLOGY; FRACTURE,Arbortext Advanced Print Publisher 10.0.1306/W Unicode,Acrobat Distiller 10.0.0 (Windows)
10.3310_kltr7714__1de5a0d3014b.pdf,10.3310/kltr7714,,,,The implications of competing risks and direct treatment disutility in cardiovascular disease and osteoporotic fracture: risk prediction and cost effectiveness analysis,"Guthrie B, Rogers G, Livingstone S, Morales D, Donnan P, Davis S, Youn J, Hainsworth R, Thompson A, Payne K",Guthrie B,Health and Social Care Delivery Research,2024,,,crossref,9841121,308,9e340cf1bbf917f25ff122f1f1fdbe630b2c55a1486e9897194401c2ffcbf825,The implications of competing risks and direct treatment disutility in cardiovascular disease and osteoporotic fracture: risk prediction and cost effectiveness analysis,"Guthrie Bruce, Rogers Gabriel, Livingstone Shona, Morales Dan, Donnan Peter, Davis Sarah, et al","Primary research project. Guthrie B, Rogers G, Livingstone S, Morales D, Donnan P, Davis S, et al. Volume 12, number 4. Published February 2024","""MULTIMORBIDITY; GUIDELINES AS TOPIC; QUALITY OF HEALTH CARE; STATISTICAL MODELS; RISK FACTORS; MODELS, ECONOMIC; COST–BENEFIT ANALYSIS; QUALITY OF LIFE; CARDIOVASCULAR DISEASES; STATINS; OSTEOPOROSIS; BISPHOSPHONATES; COMPETING HAZARDS; DIRECT TREATMENT DISUTILITY""",Adobe InDesign 15.1 (Windows),Adobe PDF Library 15.0
10.3346_jkms.2022.37.e205__0d481547fe74.pdf,10.3346/jkms.2022.37.e205,,35790207,PMC9259248,Perceived Risk of Re-Identification in OMOP-CDM Database: A Cross-Sectional Survey,"Tak YW, You SC, Han JH, Kim SS, Kim GT, Lee Y.",Tak YW,J Korean Med Sci,2022,2022/07/05,J Korean Med Sci. 2022 Jul 4;37(26):e205. doi: 10.3346/jkms.2022.37.e205.,existing_csv,1653237,11,96bde81eedf5826c4bbcd199341ba817bbe6793b43a9914e5f4cab0b04313d68,,,,,Adobe InDesign 16.4 (Windows),Adobe PDF Library 16.0
10.3348_kjr.2025.1522__816848ee9b83.pdf,10.3348/kjr.2025.1522,,,,Minimum Reporting Items for Clear Evaluation of Accuracy Reports of Large Language Models in Healthcare (MI-CLEAR-LLM): 2025 Updates,"Park S, Suh C, Lee J, Tejani A, You S, Kahn C, Moy L",Park S,Korean Journal of Radiology,2025,,,crossref,171877,10,9124e9ab45afe101835b0010915d70e22cbfbc33a6f11db2bc6d28eecf562f02,,,,,Adobe InDesign CC 13.1 (Macintosh),Adobe PDF Library 15.0
10.3349_ymj.2023.0628__d1ba3aa7fbd6.pdf,10.3349/ymj.2023.0628,,,,Digital Phenotyping of Rare Endocrine Diseases Across International Data Networks and the Effect of Granularity of Original Vocabulary,"Lee S, Hong N, Kim G, Li J, Lin X, Seager S, Shin S, Kim K, Bae J, You S, Rhee Y, Kim S",Lee S,Yonsei Medical Journal,2025,,,crossref,202966,8,bef987872e1ed982150b9e2bf080f97032305c2ed73c405e9e4e4b12c33d178f,,,,,Adobe InDesign CC 13.1 (Macintosh),Adobe PDF Library 15.0
10.3349_ymj.2024.0320__e5e5f55ee50f.pdf,10.3349/ymj.2024.0320,,,,Real-World Effectiveness of Omalizumab Treatment in Adult Asthma Patients,"Jang J, Park C, Kim C, Lee Y, Lee E, Park R, Park H",Jang J,Yonsei Medical Journal,2025,,,crossref,493649,11,d5251d41ac12cf282951aaca9313c94dbb541cc336b10adbdce1fb2397262460,,,,,Adobe InDesign CC 13.1 (Macintosh),Adobe PDF Library 15.0
10.3389_falgy.2025.1729111__5577b809e517.pdf,10.3389/falgy.2025.1729111,,,,"A phase 2 randomized controlled trial using biologics to improve multi OIT outcomes (COMBINE): design, rationale, and methods","Long A, Sindher S, Martinez K, Choi J, Albarran M, Schuetz J, Parry A, Tang J, Garcia Llorett M, Zedeck S, Grissinger A, Kiernan E, Leonard S, Raeber O, Feight C, Anderson B, Sharma R, Bogetic D, Chin A, Woch M, Poyser J, Laurienzo Panza J, Togias A, Wheatley L, Boyd S, Galli S, Nadeau K, Chinthrajah R",Long A,Frontiers in Allergy,2025,,,crossref,385119,9,4a9b69a9b8c2fd21f1365206a63a4ebcbd1f9813dfa4f1fee7df155d920f8ac7,"A phase 2 randomized controlled trial using biologics to improve multi OIT outcomes (COMBINE): design, rationale, and methods",,"biologic, COMBINE, dupilumab, food allergy, multi-allergen, omalizumab, oral immunotherapy",biologic; COMBINE; dupilumab; food allergy; multi-allergen; omalizumab; oral immunotherapy,"A. J. Long, S. Sindher, K. Martinez, J. H. Choi, M. Albarran, J. Schuetz, A. Parry, J. Tang, M. Garcia Llorett, S. S. Zedeck, A. Grissinger, E. Kiernan, S. Leonard, O. Raeber, C. Feight, B. Anderson, R. Sharma, D. Bogetic, A. R. Chin, M. Woch, J. Poyser, J. Laurienzo Panza, A. Togias, L. Wheatley, S. Boyd, S. J. Galli, K. C. Nadeau, R. S. Chinthrajah",PDFlib+PDI 9.0.7p3 (C++/Win64)
10.3389_fcvm.2024.1408574__9082199af236.pdf,10.3389/fcvm.2024.1408574,,,,Imaging for the diagnosis of acute myocarditis: can artificial intelligence improve diagnostic performance?,"Shyam-Sundar V, Harding D, Khan A, Abdulkareem M, Slabaugh G, Mohiddin S, Petersen S, Aung N",Shyam-Sundar V,Frontiers in Cardiovascular Medicine,2024,,,crossref,1413647,10,84cf63486b24d610562753ecf90879973069fcd9ab13a8a21a76c332a6990392,Imaging for the diagnosis of acute myocarditis: can artificial intelligence improve diagnosticperformance?,Vijay Shyam-Sundar,"Shyam-Sundar V, Harding D, Khan A, Abdulkareem M, Slabaugh G, Mohiddin SA, Petersen SE and Aung N (2024) Imaging for the diagnosis of acute myocarditis: can artificial intelligence improve diagnosticperformance?. Front. Cardiovasc. Med. 11:1408574. doi: 10.3389/fcvm.2024.1408574",machine learning; artificial intelligence; cardiac MRI; myocarditis; diagnosis,Arbortext Advanced Print Publisher 10.0.1465/W Unicode,Acrobat Distiller 8.1.0 (Windows)
10.3389_fdgth.2024.1432871__32eba85f72ae.pdf,10.3389/fdgth.2024.1432871,,,,"Telemedicine in the post-COVID era: balancing accessibility, equity, and sustainability in primary healthcare","Jerjes W, Harding D",Jerjes W,Frontiers in Digital Health,2024,,,crossref,290108,6,c8b9e04e010322808e9dfcc38572c231d7f2750be7abac0ea8888555055ca0c8,"Telemedicine in the post-COVID era: balancing accessibility, equity, and sustainability in primary healthcare",Waseem Jerjes,"Jerjes W and Harding D (2024) Telemedicine in the post-COVID era: balancing accessibility, equity, and sustainability in primary healthcare. Front. Digit. Health. 6:1432871. doi: 10.3389/fdgth.2024.1432871",telemedicine; accessibility; equity; sustainability; primary healthcare,Arbortext Advanced Print Publisher 10.0.1465/W Unicode,Acrobat Distiller 8.1.0 (Windows)
10.3389_fdsfr.2025.1519307__feb112b38202.pdf,10.3389/fdsfr.2025.1519307,,,,Implementing tokenization in clinical research to expand real-world insights,"Walters C, Langlais C, Oakkar E, Hoogendoorn W, Coutcher J, Van Zandt M",Walters C,Frontiers in Drug Safety and Regulation,2025,,,crossref,572543,5,844be00d0c36089787b08633cfc87a4ec1835b09d0ae1ed5863713cb7c9582d1,,,,,Arbortext Advanced Print Publisher 9.1.510/W Unicode,Acrobat Distiller 7.0 (Windows)
10.3389_fdsfr.2025.1579171__ab98e9d4892b.pdf,10.3389/fdsfr.2025.1579171,,40978507,PMC12443072,Editorial: External control arms for single-arm studies: methodological considerations and applications,"Layton D, Hester L, Golozar A.",Layton D,Front Drug Saf Regul,2025,2025/09/22,Front Drug Saf Regul. 2025 Mar 11;5:1579171. doi: 10.3389/fdsfr.2025.1579171. eCollection 2025.,existing_csv,529431,3,82326fdaac696be49be0e9ec671189f5f151797ec376f4d0aa78488dd58564d8,,,,,Arbortext Advanced Print Publisher 9.1.510/W Unicode,Acrobat Distiller 7.0 (Windows)
10.3389_fmed.2022.906554__8fc2374d656e.pdf,10.3389/fmed.2022.906554,,,,Applications of natural language processing in ophthalmology: present and future,"Chen J, Baxter S",Chen J,Frontiers in Medicine,2022,,,crossref,985818,13,0a1e20f473ecbc836d9d4cc602cdead1fec554729d97561960576d2230845a05,Applications of natural language processing in ophthalmology: present and future,Sally L. Baxter,"Advances in technology, including novel ophthalmic imaging devices and adoption of the electronic health record (EHR), have resulted in significantly increased data available for both clinical use and research in ophthalmology.","natural language processing, ophthalmology, artificial intelligence, machine learning, big data, informatics, data science",LaTeX with hyperref package + hypdvips,dvips + MiKTeX GPL Ghostscript  9.0
10.3389_fmed.2024.1438402__e9bf4f5cf997.pdf,10.3389/fmed.2024.1438402,,,,Breaking barriers: enhancing cancer detection in younger patients by overcoming diagnostic bias in primary care,"Jerjes W, Harding D",Jerjes W,Frontiers in Medicine,2025,,,crossref,166085,6,34a7d351f0fbab73403f5a04b1d24c27f4279d624b52a54373b0006278fb23f2,Breaking barriers: enhancing cancer detection in younger patients by overcoming diagnostic bias in primary care,Waseem Jerjes,Jerjes W and Harding D (2025) Breaking barriers: enhancing cancer detection in younger patients by overcoming diagnostic bias in primary care. Front. Med. 11:1438402. doi: 10.3389/fmed.2024.1438402,early-onset cancer; diagnostic bias; primary care; cancer detection; patient compliance,LaTeX with hyperref package + hypdvips,dvips + MiKTeX GPL Ghostscript  9.0
10.3389_fmed.2024.1453262__85cf4d6d6e9c.pdf,10.3389/fmed.2024.1453262,,,,Redefining medical education: harnessing the power of patient feedback,"Jerjes W, Harding D",Jerjes W,Frontiers in Medicine,2024,,,crossref,140220,5,8fa66c20fcd638221ad7e0ebaef166bddd235aa02366a4d805cf731fbca0d8b3,Redefining medical education: harnessing the power of patient feedback,Waseem Jerjes,Jerjes W and Harding D (2024) Redefining medical education: harnessing the power of patient feedback. Front. Med. 11:1453262. doi: 10.3389/fmed.2024.1453262,patient feedback; medical training and education; health education paradigms; communication skills; medical practice,LaTeX with hyperref package + hypdvips,dvips + MiKTeX GPL Ghostscript  9.0
10.3389_fmed.2025.1543434__fe5c32811bb9.pdf,10.3389/fmed.2025.1543434,,,,"Addressing treatment fatigue, therapeutic inertia, and cognitive dissonance in musculoskeletal pain management in primary care setting","Jerjes W, Harding D, Hilton A",Jerjes W,Frontiers in Medicine,2025,,,crossref,168299,7,76dc75815330d5d58612d69716f2fe9d68d8c5300e236a776a999c375dfdfe97,"Addressing treatment fatigue, therapeutic inertia, and cognitive dissonance in musculoskeletal pain management in primary care setting",Waseem Jerjes,"Jerjes W, Harding D and Hilton A (2025) Addressing treatment fatigue, therapeutic inertia, and cognitive dissonance in musculoskeletal pain management in primary care setting. Front. Med. 12:1543434. doi: 10.3389/fmed.2025.1543434",treatment fatigue; therapeutic inertia; cognitive dissonance; primary care; musculoskeletal pain,LaTeX with hyperref package + hypdvips,dvips + MiKTeX GPL Ghostscript  9.0
